-3.3832,7.6525,6.4359,6.5265,-2.9515
3.9813,-3.0302,-0.7439,3.8675,-8.0415
-4.7042,-3.4132,9.4177,-6.4862,-5.0756
-1.5023,0.2516,-0.9135,6.9564,6.7887
7.1134,-4.6726,-8.5729,-7.3833,-0.1225
-5.2330,0.5647,-8.4022,-8.2136,-8.4518
-1.9696,-6.4863,-5.6273,5.2131,-2.4647
3.7333,-2.5182,-0.7936,1.5211,-7.7985
-5.9779,-1.3396,-8.7486,-4.0862,8.9509
-3.8356,-4.0263,-9.9577,1.6315,4.3634
-7.4788,8.1623,-8.8474,-8.2179,0.6952
-8.2242,-2.2679,3.4119,-1.4189,-9.0953
-6.4850,-4.2301,-1.6465,4.9557,1.4325
-1.5085,2.0786,-0.8408,7.1529,6.2752
3.0013,-1.4044,-0.3575,3.5395,-8.9535
