4.9340,-7.1502,-5.5380,0.4872,-9.6138,-11.1405,-10.0174,-3.8315,8.3738,9.2192,5.7369
-1.7376,5.1007,0.3718,-4.3653,-2.9541,9.7084,-5.4246,-5.5185,3.7074,-3.5648,-2.0082
3.8932,-7.0373,-5.7080,0.3484,-9.3072,-9.1065,-9.1968,-4.1472,8.0432,5.7852,6.6537
0.9417,-1.6325,6.9623,7.7725,-8.7003,-2.6056,-0.6581,5.0081,2.7816,1.6472,-4.4901
5.5162,-7.5925,-2.5653,-0.8144,-7.0364,-7.9563,-8.6577,-4.9729,8.6556,6.5412,5.5101
0.1455,-1.1941,8.0981,6.8275,-9.2326,-2.6230,-2.3903,4.6702,2.1565,0.2329,-2.6122
-1.6451,-7.2245,-5.7172,4.9389,-2.6275,-1.9488,6.7803,8.7652,6.1188,-2.1104,-3.1058
-2.0959,6.2559,-4.4164,-6.9249,-7.0636,1.0654,-2.7292,-3.1428,-10.8219,0.3404,4.3031
-0.0863,7.3628,-5.2583,-8.9933,-6.5018,1.4845,-2.6834,-4.0191,-9.7302,0.6000,4.3432
-2.0861,-5.6818,-4.7453,6.5789,-1.0771,-4.3198,4.4383,6.3905,5.9631,-2.4660,-0.8633
-0.1544,5.9155,-5.7464,-7.1303,-7.9594,0.6647,-4.9562,-3.4292,-9.1464,1.3338,3.9289
-3.2130,4.4651,-1.3279,-9.2321,-5.2404,0.6195,-10.1607,-4.7912,7.7543,-6.2371,-3.3323
-3.2776,-7.7287,-6.5318,6.1369,-1.2713,-2.1127,3.9677,8.5220,5.9733,-2.6812,-3.0508
-1.6189,4.2038,0.1537,-4.0807,-0.7580,9.0628,-4.5935,-4.1767,4.3394,-1.8273,-0.1951
-1.7371,-7.4022,-5.8535,4.6540,-2.2577,-1.8142,3.8953,6.8786,6.2235,-2.3795,-1.1707
-1.1922,4.2592,-1.9097,-9.2818,-6.5061,-1.7310,-7.2621,-5.2539,10.4287,-3.4034,-5.9966
-0.4754,-0.5943,6.2459,7.9059,-7.8220,-3.7732,-2.8234,3.7438,2.5552,2.0616,-2.0403
-2.0911,5.7153,1.8967,-5.5493,-3.7426,9.4316,-7.5503,-5.2243,4.7317,0.3149,-1.6489
-2.4573,5.3439,-0.6568,-4.9255,-3.5565,8.5124,-4.1859,-6.3420,2.3175,-2.4946,-1.4701
-3.2644,7.5585,0.8024,-3.3117,-5.5559,9.8212,-6.2373,-6.7080,5.0239,-3.2643,-1.4029
0.9679,0.7661,6.6412,8.1342,-8.2310,-3.3593,-0.3067,3.6703,3.2068,1.6717,-2.0942
0.3530,0.6426,6.4356,5.1644,-7.9760,-4.6536,-1.1476,4.4419,3.8711,2.0628,-2.9387
-1.4053,7.2936,1.2502,-4.7319,-4.2299,9.0290,-6.5362,-5.0410,3.8398,-0.6510,-2.1929
-0.7756,-7.4729,-6.9212,4.2566,-2.8352,-1.0221,4.7439,7.3866,5.1538,-0.6078,0.9663
5.2914,-7.8580,-5.0374,0.8198,-11.1536,-8.5103,-7.9938,-3.4851,8.1688,6.1504,5.7527
-4.6197,9.3055,5.5105,11.4547,-5.2900,-6.9727,6.1582,-7.8814,-8.2634,0.7616,-8.5231
-5.9269,9.0792,4.6998,9.7822,-6.4891,-4.9765,8.5987,-8.3619,-8.2431,2.7725,-8.7871
-2.7699,9.3756,5.1315,10.9011,-4.8331,-5.6563,7.1777,-8.9843,-8.5405,1.8569,-8.7722
-1.9187,7.1635,-0.1515,-3.0266,-2.2948,10.3582,-8.4362,-5.0187,2.9276,-2.9975,0.6127
-1.8588,8.0468,-6.0036,-10.5200,-8.1431,-1.0894,-3.5845,-4.5050,-9.6527,1.7431,5.0563
-0.7644,-0.9620,8.0877,6.2836,-8.1044,-2.8638,-2.3292,3.2849,4.3895,0.5678,-2.5714
3.3316,-7.6011,-4.6762,0.5145,-8.9386,-6.7313,-6.0131,-4.2133,7.6047,6.5339,5.3471
1.8403,-7.7832,-4.1427,-0.4079,-9.3445,-6.9086,-8.8117,-4.2058,9.0306,8.6830,4.2301
3.2614,-7.5293,-4.4050,0.4316,-8.5339,-8.2289,-7.6634,-2.8387,6.5565,4.1043,4.9480
0.7620,4.6098,2.4663,-5.0128,-1.9034,10.4181,-5.5029,-3.3348,3.1334,-1.4358,-0.0652
-2.0009,6.8775,1.9141,-3.4654,-3.3251,9.9222,-6.2098,-5.2785,2.1808,-2.4840,1.0010
-1.3268,3.9823,0.0124,-4.7860,-5.1178,11.2804,-7.0202,-4.4865,3.6004,-2.4059,-1.4301
3.6564,-10.0284,-7.2909,-0.2869,-9.0431,-7.7344,-10.3787,-2.3016,8.2128,6.7133,6.9782
2.0408,-6.6005,-5.2756,1.2049,-8.8719,-8.3638,-7.9017,-5.7486,7.5756,5.4072,4.9708
2.8525,-8.4611,-5.5511,0.7803,-8.3259,-8.4066,-7.6260,-3.2334,9.5556,6.5211,4.4463
-1.9208,-8.4358,-5.5575,5.4302,-3.4105,-4.3939,4.0727,8.3634,4.6804,-3.3067,0.2565
-0.8126,7.2712,-5.8250,-9.3240,-8.4087,-0.3601,-3.3570,-4.0538,-9.1096,1.0088,4.6286
1.2802,-9.8975,-7.1304,0.0182,-9.7086,-6.5462,-8.1997,-2.6387,9.6517,4.9542,7.0502
-0.1738,-2.7845,6.1112,7.0521,-9.0745,-3.8922,-1.8594,2.3840,2.1944,0.3651,-4.4784
1.6147,-0.2469,6.9355,6.1037,-7.2473,-2.8770,-2.9530,4.2107,3.6922,0.1460,-2.9136
-2.4078,-8.0347,-7.0545,6.0917,-3.5801,-2.7846,3.3759,8.1241,5.5197,-3.3230,-1.1103
1.4674,1.4160,6.6396,6.7717,-9.5121,-3.1439,-1.6559,2.3702,3.0107,-0.5620,-3.3547
-1.7012,8.0093,-0.3939,-5.9534,-3.0995,8.5893,-5.7599,-6.0365,2.4804,-2.3442,0.8082
-2.8638,3.0063,-1.3029,-10.1148,-7.2948,-2.4356,-8.6655,-3.3275,7.6890,-5.2569,-4.4182
-2.7841,-5.1070,-5.9413,6.1799,-3.1901,-4.0481,4.0435,4.4487,2.0794,-2.7106,-1.5351
0.4306,8.0034,-5.8494,-7.6504,-6.2242,1.3303,-3.5361,-4.3103,-9.1104,0.9187,3.3515
0.6267,-1.2181,8.3799,6.9916,-7.9987,-2.4812,-0.8377,2.8009,2.5010,-0.1949,-2.2100
